FAC_STATE,FAC_COUNTY
OH,STARK COUNTY
OH,SUMMIT
OH,SUMMIT COUNTY
OH,TRUMBULL
OH,TRUMBULL COUNTY
OH,TUSCARAWAS 
OH,TUSCARAWAS COUNTY
OH,UNION
OH,UNION COUNTY
OH,VAN WERT
OH,VAN WERT COUNTY
OH,VINTON
OH,VINTON COUNTY
OH,WARREN
OH,WARREN COUNTY
OH,WASHINGTON
OH,WASHINGTON COUNTY
OH,WASHTENAW COUNTY
OH,WAYNE
OH,WAYNE COUNTY
OH,WETZEL 
OH,WHISKEY ISLAND
OH,WILLIAMS
OH,WILLIAMS COUNTY
OH,WOOD
OH,WOOD COUNTY
OH,WYANDOT
OH,WYANDOT COUNTY
OK,ADAIR
OK,ADAIR COUNTY
OK,ALFALFA
OK,ALFALFA COUNTY
OK,ARAPAHOE 
OK,ASCENSION 
OK,ATOKA
OK,ATOKA COUNTY
OK,B
OK,BEAVER
OK,BEAVER COUNTY
OK,BECKHAM
OK,BECKHAM COUNTY
OK,BLAINE
OK,BLAINE COUNTY
OK,BRYAN
OK,BRYAN COUNTY
OK,CADDO 
OK,CADDO COUNTY
OK,CANADIAN
OK,CANADIAN COUNTY
OK,CARTER
OK,CARTER COUNTY
OK,CHEROKEE
OK,CHEROKEE COUNTY
OK,CHOCTAW
OK,CHOCTAW COUNTY
OK,CIMARRON
OK,CLEAVLAND
OK,CLEVELAND
OK,CLEVELAND COUNTY
OK,COAL
OK,COAL COUNTY
OK,COMANCHE
OK,COMANCHE COUNTY
OK,COOKE
OK,COTTON
OK,COTTON COUNTY
OK,CRAIG
OK,CRAIG COUNTY
OK,CREEK
OK,CREEK COUNTY
OK,CUSTER 
OK,CUSTER COUNTY
OK,DELAWARE
OK,DELAWARE COUNTY
OK,DENVER 
OK,DEWEY 
OK,DEWEY COUNTY
OK,ELLIS
OK,ELLIS COUNTY
OK,GARFIELD
OK,GARFIELD COUNTY
OK,GARVIN 
OK,GARVIN COUNTY
OK,GRADY
OK,GRADY COUNTY
OK,GRANT
OK,GRANT COUNTY
OK,GREER
OK,GREER COUNTY
OK,HARDING
OK,HARMON
OK,HARMON COUNTY
OK,HARPER
OK,HARPER COUNTY
OK,HARRIS
OK,HARRIS COUNTY
OK,HASKELL
OK,HASKELL COUNTY
OK,HUGHES
OK,HUGHES COUNTY
OK,JACKSON
OK,JACKSON COUNTY
OK,JEFFERSON
OK,JEFFERSON COUNTY
OK,JOHNSTON
OK,JOHNSTON COUNTY
OK,KAY
OK,KAY COUNTY
OK,KINGFISHER 
OK,KINGFISHER COUNTY
OK,KIOWA
OK,KIOWA COUNTY
OK,LATIMER
OK,LATIMER COUNTY
OK,LE FLORE
OK,LE FLORE COUNTY
OK,LEFLORE
OK,LINCOLN
OK,LINCOLN COUNTY
OK,LOGAN
OK,LOGAN COUNTY
OK,LOVE
OK,LOVE COUNTY
OK,MAJOR
OK,MAJOR COUNTY
OK,MARSHALL
OK,MARSHALL COUNTY
OK,MAYES
OK,MAYES COUNTY
OK,MC CLAIN
OK,MC CURTAIN
OK,MC INTOSH
OK,MCCLAIN 
OK,MCCLAIN COUNTY
OK,MCCURTAIN
OK,MCCURTAIN COUNTY
OK,MCINTOSH
OK,MCINTOSH COUNTY
OK,MURRAY
OK,MURRAY COUNTY
OK,MUSKOGEE
OK,MUSKOGEE COUNTY
OK,NOBLE
OK,NOBLE COUNTY
OK,NOWATA
OK,NOWATA COUNTY
OK,OK
OK,OKFUSKEE
OK,OKFUSKEE COUNTY
OK,OKLAHOMA
OK,OKLAHOMA COUNTY
OK,OKMULGEE
OK,OKMULGEE COUNTY
OK,OSAGE
OK,OSAGE COUNTY
OK,OTTAWA
OK,OTTAWA COUNTY
OK,PAWNEE
OK,PAWNEE COUNTY
OK,PAYNE
OK,PAYNE COUNTY
OK,PITTSBURG 
OK,PITTSBURG COUNTY
OK,PONTOTOC
OK,PONTOTOC COUNTY
OK,PORTABLE SOURCE
OK,POTTAWATOMIE 
OK,POTTAWATOMIE COUNTY
OK,PUSHMATAHA
OK,PUSHMATAHA COUNTY
OK,ROGER MILLS
OK,ROGER MILLS COUNTY
OK,ROGERS
OK,ROGERS COUNTY
OK,SANDUSKY
OK,SEMINOLE
OK,SEMINOLE COUNTY
OK,SEQUOYAH
OK,SEQUOYAH COUNTY
OK,SHERMAN
OK,STEPHENS
OK,STEPHENS COUNTY
OK,STEPHENSSTEPHENS
OK,TEXAS
OK,TEXAS COUNTY
OK,TILLMAN
OK,TILLMAN COUNTY
OK,TULSA
OK,TULSA COUNTY
OK,WAGONER
OK,WAGONER COUNTY
OK,WASHINGTON
OK,WASHINGTON COUNTY
OK,WASHITA
OK,WASHITA COUNTY
OK,WOODS
OK,WOODS COUNTY
OK,WOODWARD
OK,WOODWARD COUNTY
OR,BAKER
OR,BAKER COUNTY
OR,BENTON
OR,BENTON COUNTY
OR,CLACKAMAS
OR,CLACKAMAS COUNTY
OR,CLATSOP
OR,CLATSOP COUNTY
OR,COLUMBIA
OR,COLUMBIA COUNTY
OR,COOS
OR,COOS COUNTY
OR,CROOK
OR,CROOK COUNTY
OR,CURRY
OR,CURRY COUNTY
OR,DESCHUTES
OR,DESCHUTES COUNTY
OR,DOUGLAS
OR,DOUGLAS COUNTY
OR,GILLIAM
OR,GILLIAM COUNTY
OR,GRANT
OR,GRANT COUNTY
OR,HARNEY
OR,HOOD RIVER
OR,HOOD RIVER COUNTY
OR,JACKSON
OR,JACKSON COUNTY
OR,JEFFERSON
OR,JEFFERSON COUNTY
OR,JOSEPHINE
OR,JOSEPHINE COUNTY
OR,KLAMATH
OR,KLAMATH COUNTY
OR,LAKE
OR,LAKE COUNTY
OR,LANE
OR,LANE COUNTY
OR,LINCOLN
OR,LINCOLN COUNTY
OR,LINN
OR,LINN COUNTY
OR,MALHEUR
OR,MALHEUR COUNTY
OR,MARION
OR,MARION COUNTY
OR,MORROW
OR,MORROW COUNTY
OR,MULTNOMAH
OR,MULTNOMAH COUNTY
OR,OUT-OF-STATE
OR,POLK
OR,POLK COUNTY
OR,PORTABLE SOURCE
OR,SHERMAN
OR,SHERMAN COUNTY
OR,TILLAMOOK
OR,TILLAMOOK COUNTY
OR,UMATILLA
OR,UMATILLA COUNTY
OR,UNION
OR,UNION COUNTY
OR,WALLOWA
OR,WALLOWA COUNTY
OR,WASCO
OR,WASCO COUNTY
OR,WASHINGTON
OR,WASHINGTON COUNTY
OR,WHEELER
OR,WHEELER COUNTY
OR,YAMHILL
OR,YAMHILL COUNTY
P ,7CEIBA
PA,ADAMS
PA,ADAMS COUNTY
PA,ALLEGHENY
PA,ALLEGHENY COUNTY
PA,ARMSTRONG
PA,ARMSTRONG COUNTY
PA,BALTIMORE CITY
PA,BEAVER
PA,BEAVER COUNTY
PA,BEDFORD
PA,BEDFORD COUNTY
PA,BERKS
PA,BERKS COUNTY
PA,BLAIR
PA,BLAIR COUNTY
PA,BRADFORD
PA,BRADFORD COUNTY
PA,BUCHANAN COUNTY
PA,BUCKS
PA,BUCKS COUNTY
PA,BUTLER
PA,BUTLER COUNTY
PA,CAMBRIA
PA,CAMBRIA COUNTY
PA,CAMDEN COUNTY
PA,CAMERON
PA,CAMERON COUNTY
PA,CARBON
PA,CARBON COUNTY
PA,CENTRE
PA,CENTRE COUNTY
PA,CHESTER
PA,CHESTER COUNTY
PA,CLARION
PA,CLARION COUNTY
PA,CLARK COUNTY
PA,CLAY
PA,CLEARFIELD
PA,CLEARFIELD COUNTY
PA,CLINTON
PA,CLINTON COUNTY
PA,COLUMBIA
PA,COLUMBIA COUNTY
PA,CRAWFORD
PA,CRAWFORD CO.  PA
PA,CRAWFORD COUNTY
PA,CUMBERLAND
PA,CUMBERLAND COUNTY
PA,DALLAS COUNTY
PA,DAUPHIN
PA,DAUPHIN COUNTY
PA,DELAWARE
PA,DELAWARE COUNTY
PA,ELK
PA,ELK COUNTY
PA,ERIE
PA,ERIE COUNTY
PA,FAIRFAX COUNTY
PA,FAIRFIELD COUNTY
PA,FAYETTE
PA,FAYETTE COUNTY
PA,FOREST
PA,FOREST COUNTY
PA,FRANKLIN
PA,FRANKLIN COUNTY
PA,FULTON
PA,FULTON COUNTY
PA,GLOUCESTER COUNTY
PA,GRANT
PA,GREENE
PA,GREENE COUNTY
PA,HANOVER
PA,HARRIS
PA,HARRISON 
PA,HUNTINGDON
PA,HUNTINGDON COUNTY
PA,INDIANA
PA,INDIANA COUNTY
PA,ISLE OF WIGHT
PA,JEFFERSON
PA,JEFFERSON COUNTY
PA,JUNIATA
PA,JUNIATA COUNTY
PA,KING COUNTY
PA,LACKAWANNA
PA,LACKAWANNA COUNTY
PA,LAKE COUNTY
PA,LANCASTER
PA,LANCASTER COUNTY
PA,LANE COUNTY
PA,LAWRENCE
PA,LAWRENCE COUNTY
PA,LEBANON
PA,LEBANON COUNTY
PA,LEHIGH
PA,LEHIGH COUNTY
PA,LOS ANGELES COUNTY
PA,LUZERNE
PA,LUZERNE COUNTY
PA,LYCOMING
PA,LYCOMING COUNTY
PA,MAHONING COUNTY
PA,MARION COUNTY
PA,MC KEAN
PA,MCKEAN
PA,MCKEAN COUNTY
PA,MERCER
PA,MERCER COUNTY
PA,MIDDLESEX COUNTY
PA,MIFFLIN
PA,MIFFLIN COUNTY
PA,MONONGALIA
PA,MONROE
PA,MONROE COUNTY
PA,MONTGOMERY
PA,MONTGOMERY COUNTY
PA,MONTOUR
PA,MONTOUR COUNTY
PA,NEW CASTLE
PA,NEW CASTLE COUNTY
PA,NEW YORK COUNTY
PA,NORTHAMPTON
PA,NORTHAMPTON COUNTY
PA,NORTHUMBERLAND
PA,NORTHUMBERLAND COUNTY
PA,OCEAN COUNTY
PA,PERRY
PA,PERRY COUNTY
PA,PHILADELHIA
PA,PHILADELPHIA
PA,PHILADELPHIA COUNTY
PA,PIKE
PA,PIKE COUNTY
PA,PINELLAS
PA,PORTABLE SOURCE
PA,POTTER
PA,POTTER COUNTY
PA,SALEM COUNTY
PA,SAN FRANCISCO COUNTY
PA,SCHUYLKILL
PA,SCHUYLKILL COUNTY
PA,SEMINOLE COUNTY
PA,SNYDER
PA,SNYDER COUNTY
PA,SOMERSET
PA,SOMERSET COUNTY
PA,SPOTSYLVANIA 
PA,SULLIVAN
PA,SULLIVAN COUNTY
PA,SUMMIT
PA,SUSQUEHANNA
PA,SUSQUEHANNA COUNTY
PA,SUSSEX COUNTY
PA,TIOGA
PA,TIOGA COUNTY
PA,UNDETERMINED
PA,UNION
PA,UNION COUNTY
PA,VENANGO
PA,VENANGO COUNTY
PA,WARREN
PA,WARREN COUNTY
PA,WASHINGTON
PA,WASHINGTON COUNTY
PA,WAYNE
PA,WAYNE COUNTY
PA,WESTMORELAND
PA,WESTMORELAND COUNTY
PA,WYALUSING
PA,WYOMING
PA,WYOMING COUNTY
PA,YORK
PA,YORK COUNTY
PR,ADJUNTAS
PR,ADJUNTAS MUNICIPIO
PR,AGUADA
PR,AGUADA MUNICIPIO
PR,AGUADILLA
PR,AGUADILLA MUNICIPIO
PR,AGUAS BUENAS
PR,AGUAS BUENAS MUNICIPIO
PR,AIBONITO
PR,AIBONITO MUNICIPIO
PR,ANASCO
PR,ANASCO MUNICIPIO
PR,ARECIBO
PR,ARECIBO MUNICIPIO
PR,ARROYO
PR,BARCELONETA
PR,BARCELONETA MUNICIPIO
PR,BARRANQUITAS
PR,BARRANQUITAS MUNICIPIO
PR,BAYAMO'N
PR,BAYAMON
PR,BAYAMON MUNICIPIO
PR,CABO ROJO
PR,CABO ROJO MUNICIPIO
PR,CAGUAS
PR,CAGUAS MUNICIPIO
PR,CAMUY
PR,CANOVANAS
PR,CANOVANAS MUNICIPIO
PR,CAROLINA
PR,CAROLINA MUNICIPIO
PR,CARROLL
PR,CATANO
PR,CATANO MUNICIPIO
PR,CAYEY
PR,CAYEY MUNICIPIO
PR,CEIBA
PR,CEIBA MUNICIPIO
PR,CIALES
PR,CIDRA
PR,CIDRA MUNICIPIO
PR,COAMO
PR,COAMO MUNICIPIO
PR,COMERIO
PR,COROZAL 
PR,COROZAL MUNICIPIO
PR,CULEBRA
PR,CULEBRA MUNICIPIO
PR,DORADO
PR,DORADO MUNICIPIO
PR,FAJARDO
PR,FAJARDO MUNICIPIO
PR,FLORIDA
PR,FLORIDA MUNICIPIO
PR,GUANICA
PR,GUANICA MUNICIPIO
PR,GUAYAMA
PR,GUAYAMA MUNICIPIO
PR,GUAYANILLA
PR,GUAYANILLA MUNICIPIO
PR,GUAYNABO
PR,GUAYNABO MUNICIPIO
PR,GURABO
PR,GURABO MUNICIPIO
PR,HATILLO
PR,HATILLO MUNICIPIO
PR,HORMIGUEROS
PR,HUMACAO
PR,HUMACAO MUNICIPIO
PR,ISABELA
PR,ISABELA MUNICIPIO
PR,JAYUYA
PR,JAYUYA MUNICIPIO
PR,JUANA DIAZ 
PR,JUANA DIAZ MUNICIPIO
PR,JUNCOS
PR,JUNCOS MUNICIPIO
PR,LAJAS
PR,LAJAS MUNICIPIO
PR,LARES
PR,LARES MUNICIPIO
PR,LAS MARIAS
PR,LAS MARIAS MUNICIPIO
PR,LAS PIEDRAS
PR,LAS PIEDRAS MUNICIPIO
PR,LOIZA
PR,LOIZA MUNICIPIO
PR,LUQUILLO
PR,MAGUELLES
PR,MANATI
PR,MANATI MUNICIPIO
PR,MARICAO
PR,MARICAO MUNICIPIO
PR,MAUNABO
PR,MAUNABO MUNICIPIO
PR,MAYAGUEZ
PR,MAYAGUEZ MUNICIPIO
PR,MOCA 
PR,MOCA MUNICIPIO
PR,MOROVIS
PR,MOROVIS MUNICIPIO
PR,NAGUABO 
PR,NAGUABO MUNICIPIO
PR,NARANJITO 
PR,NARANJITO MUNICIPIO
PR,OROCOVIS
PR,OROCOVIS MUNICIPIO
PR,OUT-OF-STATE
PR,PATILLAS
PR,PATILLAS MUNICIPIO
PR,PENUELAS
PR,PENUELAS MUNICIPIO
PR,PONCE 
PR,PONCE MUNICIPIO
PR,PR
PR,QUEBRADILLAS
PR,QUEBRADILLAS MUNICIPIO
PR,R045COMERIO
PR,RINCON
PR,RIO GRANDE
PR,RIO GRANDE MUNICIPIO
PR,RIO PIEDRAS
PR,SABANA GRANDE 
PR,SABANA GRANDE MUNICIPIO
PR,SALINAS
PR,SALINAS MUNICIPIO
PR,SAN GERMAN
PR,SAN GERMAN MUNICIPIO
PR,SAN JUAN
PR,SAN JUAN MUNICIPIO
PR,SAN LORENZO
PR,SAN LORENZO MUNICIPIO
PR,SAN SEBASTIAN
PR,SAN SEBASTIAN MUNICIPIO
PR,SANTA ISABEL
PR,SANTA ISABEL MUNICIPIO
PR,TOA ALTA
PR,TOA ALTA MUNICIPIO
PR,TOA BAJA
PR,TOA BAJA MUNICIPIO
PR,TRUJILLO ALTO
PR,TRUJILLO ALTO MUNICIPIO
PR,UTUADO
PR,UTUADO MUNICIPIO
PR,VEGA ALTA
PR,VEGA ALTA MUNICIPIO
PR,VEGA BAJA
PR,VEGA BAJA MUNICIPIO
PR,VIEQUES
PR,VIEQUES MUNICIPIO
PR,VILLALBA 
PR,VILLALBA MUNICIPIO
PR,YABUCOA
PR,YABUCOA MUNICIPIO
PR,YAUCO
PR,YAUCO MUNICIPIO
RI,BRISTOL
RI,BRISTOL COUNTY
RI,KENT
RI,KENT COUNTY
RI,NEWPORT
RI,NEWPORT COUNTY
RI,OUT-OF-STATE
RI,PROVIDENCE
RI,PROVIDENCE COUNTY
RI,USA
RI,WASHINGTON
RI,WASHINGTON COUNTY
SC,ABBEVILLE
SC,ABBEVILLE COUNTY
SC,AIKEN
SC,AIKEN COUNTY
SC,ALLENDALE
SC,ANDERSON
SC,ANDERSON COUNTY
SC,BAMBERG
SC,BAMBERG COUNTY
SC,BARNWELL
SC,BARNWELL COUNTY
SC,BEAUFORT
SC,BEAUFORT COUNTY
SC,BERKELEY
SC,BERKELEY COUNTY
SC,BURLINGTON
SC,CALHOUN
SC,CALHOUN COUNTY
SC,CHARLESTON
SC,CHARLESTON COUNTY
SC,CHEROKEE
SC,CHEROKEE COUNTY
SC,CHESTER
SC,CHESTER COUNTY
SC,CHESTERFIELD
SC,CLARENDON
SC,CLARENDON COUNTY
SC,COLLETON
SC,COLLETON COUNTY
SC,COLUMBIA COUNTY
SC,DARLINGTON
SC,DARLINGTON COUNTY
SC,DILLON
SC,DILLON COUNTY
SC,DORCHESTER
SC,DORCHESTER COUNTY
SC,EDGEFIELD
SC,EDGEFIELD COUNTY
SC,FAIRFIELD
SC,FAIRFIELD COUNTY
SC,FLORENCE
SC,FLORENCE COUNTY
SC,GEORGETOWN
SC,GEORGETOWN COUNTY
SC,GREENVILLE
SC,GREENVILLE COUNTY
SC,GREENWOOD
SC,GREENWOOD COUNTY
SC,HAMPTON
SC,HAMPTON COUNTY
SC,HARRIS COUNTY
SC,HORRY
SC,HORRY COUNTY
SC,JASPER
SC,JASPER COUNTY
SC,KERSHAW
SC,KERSHAW COUNTY
SC,LANCASTER
SC,LANCASTER COUNTY
SC,LAUDERDALE
SC,LAURENS
SC,LAURENS COUNTY
SC,LEE
SC,LEE COUNTY
SC,LEXINGTON
SC,LEXINGTON COUNTY
SC,LONG COUNTY
SC,LOWNDES COUNTY
SC,MARION
SC,MARLBORO
SC,MARLBORO COUNTY
SC,MC CORMICK
SC,MCCORMICK
SC,MCCORMICK COUNTY
SC,NEWBERRY
SC,NEWBERRY COUNTY
SC,OCONEE
SC,OCONEE COUNTY
SC,ORANGEBURG
SC,ORANGEBURG COUNTY
SC,PICKENS
SC,PICKENS COUNTY
SC,PITT
SC,PORTABLE SOURCE
SC,RICHLAND
SC,RICHLAND COUNTY
SC,RICHMOND COUNTY
SC,SALUDA
SC,SALUDA COUNTY
SC,SAN PATRICIO COUNTY
SC,SPARTANBURG
SC,SPARTANBURG COUNTY
SC,SUMTER
SC,SUMTER COUNTY
SC,UNION
SC,UNION COUNTY
SC,UNKNOWN
SC,WILLIAMSBURG
SC,WILLIAMSBURG COUNTY
SC,YORK
SC,YORK COUNTY
SD,ANOKA
SD,AURORA
SD,BEADLE
SD,BEADLE COUNTY
SD,BECKER
SD,BENNETT
SD,BENNETT COUNTY
SD,BIG STONE 
SD,BON HOMME
SD,BOX ELDER
SD,BREMER 
SD,BROOKINGS
SD,BROOKINGS COUNTY
SD,BROWN
SD,BROWN COUNTY
SD,BRULE
SD,BUFFALO
SD,BUFFALO COUNTY
SD,BURLEIGH
SD,BUTTE
SD,BUTTE COUNTY
SD,CACHE
SD,CAMPBELL
SD,CAMPBELL COUNTY
SD,CASS
SD,CEDAR
SD,CHARLES MIX
SD,CHARLES MIX COUNTY
SD,CLALLAM
SD,CLARK
SD,CLARK COUNTY
SD,CLAY
SD,CLAY COUNTY
SD,CODINGTON
SD,CODINGTON COUNTY
SD,CORSON
SD,CORSON COUNTY
SD,CROOK 
SD,CROOK COUNTY
SD,CUSTER
SD,D113SHANNON
SD,DAVIS
SD,DAVISON
SD,DAVISON COUNTY
SD,DAY
SD,DEUEL
SD,DEWEY
SD,DEWEY COUNTY
SD,DOUGLAS
SD,DOUGLAS COUNTY
SD,EDMUNDS
SD,EDMUNDS COUNTY
SD,EMMET
SD,FALL RIVER
SD,FALL RIVER COUNTY
SD,FAULK
SD,FAULK COUNTY
SD,FERGUS
SD,GRANT
SD,GRANT COUNTY
SD,GREGORY
SD,HAAKON
SD,HAMLIN
SD,HAMLIN COUNTY
SD,HAND
SD,HAND COUNTY
SD,HANSON
SD,HANSON COUNTY
SD,HARDING
SD,HENNEPIN 
SD,HUGHES
SD,HUGHES COUNTY
SD,HUTCHINSON
SD,HYDE
SD,JACKSON
SD,JEFFERSON
SD,JERAULD
SD,JERAULD COUNTY
SD,JONES
SD,KANDIYOHI
SD,KING 
SD,KINGSBURY
SD,KINGSBURY COUNTY
SD,LAKE
SD,LAWRENCE
SD,LEWIS AND CLARK 
SD,LINCOLN
SD,LYMAN
SD,LYMAN COUNTY
SD,MARSHALL
SD,MARSHALL COUNTY
SD,MARTIN
SD,MC COOK
SD,MCCOOK
SD,MCCOOK COUNTY
SD,MCPHERSON
SD,MCPHERSON COUNTY
SD,MEADE
SD,MEADE COUNTY
SD,MELLETTE
SD,MELLETTE COUNTY
SD,MINER
SD,MINNEHAHA
SD,MINNEHAHA COUNTY
SD,MOODY
SD,MOODY COUNTY
SD,MORGAN
SD,NATRONA 
SD,PENNINGTON
SD,PENNINGTON COUNTY
SD,PERKINS
SD,PLYMOUTH
SD,POLK 
SD,PORTABLE SOURCE
SD,POTTER
SD,POTTER COUNTY
SD,RICHLAND 
SD,ROBERTS
SD,ROBERTS COUNTY
SD,SAINT LOUIS
SD,SANBORN
SD,SARGENT 
SD,SHANNON
SD,SHANNON COUNTY
SD,SIOUX
SD,SPINK
SD,SPINK COUNTY
SD,SPOKANE
SD,STANLEY
SD,STARK
SD,STEARNS 
SD,SULLY
SD,TODD
SD,TODD COUNTY
SD,TRAVERSE 
SD,TRIPP
SD,TRIPP COUNTY
SD,TURNER
SD,UNION
SD,UNK
SD,WALWORTH
SD,WOODBURY 
SD,WRIGHT 
SD,YANKTON
SD,YELLOWSTONE COUNTY
SD,ZIEBACH
SD,ZIEBACH COUNTY
TN,ANDERSON
TN,ANDERSON COUNTY
TN,BEDFORD
TN,BEDFORD COUNTY
TN,BENTON
TN,BENTON COUNTY
TN,BERKELEY
TN,BEXAR 
TN,BLEDSOE
TN,BLEDSOE COUNTY
TN,BLOUNT
TN,BLOUNT COUNTY
TN,BRADLEY
TN,BRADLEY COUNTY
TN,CAMPBELL
TN,CAMPBELL COUNTY
TN,CANNON
TN,CANNON COUNTY
TN,CARROLL
TN,CARROLL COUNTY
TN,CARTER
TN,CARTER COUNTY
TN,CHEATHAM
TN,CHEATHAM COUNTY
TN,CHESTER
TN,CHESTER COUNTY
TN,CHRISTIAN COUNTY
TN,CLAIBORNE
TN,CLAIBORNE COUNTY
TN,CLAY
TN,CLAY COUNTY
TN,COCKE
TN,COCKE COUNTY
TN,COFFEE
TN,COFFEE COUNTY
TN,CROCKETT
TN,CROCKETT COUNTY
TN,CUMBERLAND
TN,CUMBERLAND COUNTY
TN,CUMNER
TN,DAVIDSON
TN,DAVIDSON COUNTY
TN,DE KALB
TN,DECATUR
TN,DECATUR COUNTY
TN,DEKALB
TN,DEKALB COUNTY
TN,DICKSON
TN,DICKSON COUNTY
TN,DYER
TN,DYER COUNTY
TN,FAYETTE
TN,FAYETTE COUNTY
TN,FENTRESS
TN,FENTRESS COUNTY
TN,FRANKLIN
TN,FRANKLIN COUNTY
TN,GIBSON
TN,GIBSON COUNTY
TN,GILES
TN,GILES COUNTY
TN,GRAINGER
TN,GRAINGER COUNTY
TN,GREENE
TN,GREENE COUNTY
TN,GRUNDY
TN,GRUNDY COUNTY
TN,HAMBLEN
TN,HAMBLEN COUNTY
TN,HAMILTON
TN,HAMILTON COUNTY
TN,HANCOCK
TN,HANCOCK COUNTY
TN,HARDEMAN
TN,HARDEMAN COUNTY
TN,HARDIN
TN,HARDIN COUNTY
TN,HARRIS
TN,HAWKINS
TN,HAWKINS COUNTY
TN,HAYWOOD
TN,HAYWOOD COUNTY
TN,HENDERSON
TN,HENDERSON COUNTY
TN,HENRY
TN,HENRY COUNTY
TN,HICKMAN
TN,HICKMAN COUNTY
TN,HOUSTON
TN,HOUSTON COUNTY
TN,HUMPHREYS
TN,HUMPHREYS COUNTY
TN,JACKSON
TN,JACKSON COUNTY
TN,JEFFERSON
TN,JEFFERSON COUNTY
TN,JOHNSON
TN,JOHNSON COUNTY
TN,KANAWHA
TN,KNOX
TN,KNOX COUNTY
TN,LAKE
TN,LAKE COUNTY
TN,LAUDERDALE
TN,LAUDERDALE COUNTY
TN,LAWRENCE
TN,LAWRENCE COUNTY
TN,LEWIS
TN,LEWIS COUNTY
TN,LINCOLN
TN,LINCOLN COUNTY
TN,LOUDON
TN,LOUDON COUNTY
TN,MACON
TN,MACON COUNTY
TN,MADISON
TN,MADISON COUNTY
TN,MARION
TN,MARION COUNTY
TN,MARSHALL
TN,MARSHALL COUNTY
TN,MAURY
TN,MAURY COUNTY
TN,MC MINN
TN,MC NAIRY
TN,MCMINN
TN,MCMINN COUNTY
TN,MCNAIRY
TN,MCNAIRY COUNTY
TN,MEIGS
TN,MEIGS COUNTY
TN,MONROE
TN,MONROE COUNTY
TN,MONTGOMERY
TN,MONTGOMERY COUNTY
TN,MOORE
TN,MOORE COUNTY
TN,MORGAN
TN,MORGAN COUNTY
TN,OBION
TN,OBION COUNTY
TN,ORANGE 
TN,OVERTON
TN,OVERTON COUNTY
TN,PERRY
TN,PERRY COUNTY
TN,PICKETT
TN,PICKETT COUNTY
TN,POLK
TN,POLK COUNTY
TN,PORTABLE SOURCE
TN,PUTNAM
TN,PUTNAM COUNTY
TN,RHEA
TN,RHEA COUNTY
TN,ROANE
TN,ROANE COUNTY
TN,ROBERTSON
TN,ROBERTSON COUNTY
TN,RUTHERFORD
TN,RUTHERFORD COUNTY
TN,SCOTT
TN,SCOTT COUNTY
TN,SEQUATCHIE
TN,SEQUATCHIE COUNTY
TN,SEVIER
TN,SEVIER COUNTY
TN,SHELBY
TN,SHELBY COUNTY
TN,SMITH
TN,SMITH COUNTY
TN,STEWART
TN,STEWART COUNTY
TN,SULLIVAN
TN,SULLIVAN COUNTY
TN,SUMNER
TN,SUMNER COUNTY
TN,TIPTON
TN,TIPTON COUNTY
TN,TROUSDALE
TN,TROUSDALE COUNTY
TN,UNICOI
TN,UNICOI COUNTY
TN,UNION
TN,UNION COUNTY
TN,UNKNOWN
TN,VAN BUREN
TN,VAN BUREN COUNTY
TN,WARREN
TN,WARREN COUNTY
TN,WASHINGTON
TN,WASHINGTON COUNTY
TN,WAYNE
TN,WAYNE COUNTY
TN,WEAKLEY
TN,WEAKLEY COUNTY
TN,WHITE
TN,WHITE COUNTY
TN,WILLIAMSON
TN,WILLIAMSON COUNTY
TN,WILSON
TN,WILSON COUNTY
TT,FORMER TRUST TERRITORIES
TX,ALLEGHENY 
TX,ALLEGHENY COUNTY
TX,ANDERSON
TX,ANDERSON COUNTY
TX,ANDREWS
TX,ANDREWS COUNTY
TX,ANGELINA
TX,ANGELINA COUNTY
TX,ARANSAS
TX,ARANSAS COUNTY
TX,ARCHER
TX,ARCHER COUNTY
TX,ARMSTRONG
TX,ARMSTRONG COUNTY
TX,ATASCOSA
TX,ATASCOSA COUNTY
TX,AUSTIN
TX,AUSTIN COUNTY
TX,BAILEY
TX,BAILEY COUNTY
TX,BANDERA
TX,BANDERA COUNTY
TX,BASTROP
TX,BASTROP COUNTY
TX,BAYLOR
TX,BAYLOR COUNTY
TX,BEAUREGARD PARISH
TX,BEE
TX,BEE COUNTY
TX,BELL
TX,BELL COUNTY
TX,BEXAR
TX,BEXAR COUNTY
TX,BLANCO
TX,BLANCO COUNTY
TX,BORDEN
TX,BORDEN COUNTY
TX,BOSQUE
TX,BOSQUE COUNTY
TX,BOWIE
TX,BOWIE COUNTY
TX,BRAXTON
TX,BRAZORIA
TX,BRAZORIA COUNTY
TX,BRAZOS
TX,BRAZOS COUNTY
TX,BREWSTER
TX,BREWSTER COUNTY
TX,BRISCOE
TX,BRISCOE COUNTY
TX,BROOKS
TX,BROOKS COUNTY
TX,BROWN
TX,BROWN COUNTY
TX,BURLESON
TX,BURLESON COUNTY
TX,BURNET
TX,BURNET COUNTY
TX,CALDWELL
TX,CALDWELL COUNTY
TX,CALHOUN
TX,CALHOUN COUNTY
TX,CALLAHAN
TX,CALLAHAN COUNTY
TX,CAMERON
TX,CAMERON COUNTY
TX,CAMP
TX,CAMP COUNTY
TX,CARSON
TX,CARSON COUNTY
TX,CASS
TX,CASS COUNTY
TX,CASTRO
