,FAC_STATE,FAC_COUNTY,County
620,CO,CUSTER,CUSTER
621,CO,CUSTER COUNTY,CUSTER
622,CO,DALLAS,DALLAS
623,CO,DELTA,DELTA
624,CO,DELTA COUNTY,DELTA
625,CO,DENVER,DENVER
626,CO,DENVER COUNTY,DENVER
627,CO,DOLORES,DOLORES
628,CO,DOLORES COUNTY,DOLORES
629,CO,DOUGLAS,DOUGLAS
630,CO,DOUGLAS COUNTY,DOUGLAS
631,CO,DUPLIN COUNTY,DUPLIN
632,CO,EAGLE,EAGLE
633,CO,EAGLE COUNTY,EAGLE
634,CO,EL PASO,EL PASO
635,CO,EL PASO COUNTY,EL PASO
636,CO,ELBERT,ELBERT
637,CO,ELBERT COUNTY,ELBERT
638,CO,FREMONT,FREMONT
639,CO,FREMONT COUNTY,FREMONT
640,CO,GARFIELD,GARFIELD
641,CO,GARFIELD COUNTY,GARFIELD
642,CO,GILPIN,GILPIN
643,CO,GILPIN COUNTY,GILPIN
644,CO,GRAND,GRAND
645,CO,GRAND COUNTY,GRAND
646,CO,GUNNISON,GUNNISON
647,CO,GUNNISON COUNTY,GUNNISON
648,CO,HARRIS ,HARRIS
649,CO,HARRIS COUNTY,HARRIS
650,CO,HENNEPIN,HENNEPIN
651,CO,HINSDALE,HINSDALE
652,CO,HUERFANO,HUERFANO
653,CO,HUERFANO COUNTY,HUERFANO
654,CO,JACKSON,JACKSON
655,CO,JACKSON COUNTY,JACKSON
656,CO,JEFFERSON,JEFFERSON
657,CO,JEFFERSON COUNTY,JEFFERSON
658,CO,KIOWA,KIOWA
659,CO,KIOWA COUNTY,KIOWA
660,CO,KIT CARSON,KIT CARSON
661,CO,KIT CARSON COUNTY,KIT CARSON
662,CO,LA PLATA,LA PLATA
663,CO,LA PLATA COUNTY,LA PLATA
664,CO,LAKE,LAKE
665,CO,LAKE COUNTY,LAKE
666,CO,LANDER COUNTY,LANDER
667,CO,LAPLATA,LAPLATA
668,CO,LARAMIE,LARAMIE
669,CO,LARIMER,LARIMER
670,CO,LARIMER AND BOULDER,LARIMER
671,CO,LARIMER COUNTY,LARIMER
672,CO,LAS ANIMAS,LAS ANIMAS
673,CO,LAS ANIMAS COUNTY,LAS ANIMAS
674,CO,LINCOLN,LINCOLN
675,CO,LINCOLN COUNTY,LINCOLN
676,CO,LOGAN,LOGAN
677,CO,LOGAN COUNTY,LOGAN
678,CO,MARICOPA COUNTY,MARICOPA
679,CO,MESA,MESA
680,CO,MESA COUNTY,MESA
681,CO,MINERAL,MINERAL
682,CO,MOFFAT,MOFFAT
683,CO,MOFFAT COUNTY,MOFFAT
684,CO,MONTEZUMA,MONTEZUMA
685,CO,MONTEZUMA COUNTY,MONTEZUMA
686,CO,MONTROSE,MONTROSE
687,CO,MONTROSE COUNTY,MONTROSE
688,CO,MORGAN,MORGAN
689,CO,MORGAN COUNTY,MORGAN
690,CO,NATRONA ,NATRONA
691,CO,NESS,NESS
692,CO,OKLAHOMA,OKLAHOMA
693,CO,OTERO,OTERO
694,CO,OTERO COUNTY,OTERO
695,CO,OURAY,OURAY
696,CO,OURAY COUNTY,OURAY
697,CO,PARK,PARK
698,CO,PARK COUNTY,PARK
699,CO,PHILLIPS,PHILLIPS
700,CO,PHILLIPS COUNTY,PHILLIPS
701,CO,PITKIN,PITKIN
702,CO,PITKIN COUNTY,PITKIN
703,CO,PORTABLE SOURCE,PORTABLE SOURCE
704,CO,POTTER COUNTY,POTTER
705,CO,PROWERS,PROWERS
706,CO,PROWERS COUNTY,PROWERS
707,CO,PUEBLO,PUEBLO
708,CO,PUEBLO COUNTY,PUEBLO
709,CO,RACINE,RACINE
710,CO,RIO BLANCO,RIO BLANCO
711,CO,RIO BLANCO COUNTY,RIO BLANCO
712,CO,RIO GRANDE,RIO GRANDE
713,CO,RIO GRANDE COUNTY,RIO GRANDE
714,CO,RIVERSIDE COUNTY,RIVERSIDE
715,CO,ROUTT,ROUTT
716,CO,ROUTT COUNTY,ROUTT
717,CO,SAGUACHE,SAGUACHE
718,CO,SAGUACHE COUNTY,SAGUACHE
719,CO,SALT LAKE,SALT LAKE
720,CO,SAN JUAN,SAN JUAN
721,CO,SAN JUAN COUNTY,SAN JUAN
722,CO,SAN MIGUEL,SAN MIGUEL
723,CO,SAN MIGUEL COUNTY,SAN MIGUEL
724,CO,SANDOVAL ,SANDOVAL
725,CO,SCHENECTADY,SCHENECTADY
726,CO,SEDGWICK,SEDGWICK
727,CO,SEDGWICK COUNTY,SEDGWICK
728,CO,STARK,STARK
729,CO,SUMMIT,SUMMIT
730,CO,SUMMIT COUNTY,SUMMIT
731,CO,TELLER,TELLER
732,CO,TELLER COUNTY,TELLER
733,CO,TULSA,TULSA
734,CO,TULSA COUNTY,TULSA
735,CO,UINTAH,UINTAH
736,CO,UNK,UNK
737,CO,VALENCIA,VALENCIA
738,CO,WALLA WALLA ,WALLA WALLA
739,CO,WASHINGTON,WASHINGTON
740,CO,WASHINGTON COUNTY,WASHINGTON
741,CO,WAYNE,WAYNE
742,CO,WELD,WELD
743,CO,WELD COUNTY,WELD
744,CO,WETZEL,WETZEL
745,CO,YUMA,YUMA
746,CO,YUMA COUNTY,YUMA
747,CT,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA
748,CT,FAIRFIELD,FAIRFIELD
749,CT,FAIRFIELD COUNTY,FAIRFIELD
750,CT,HARTFORD,HARTFORD
751,CT,HARTFORD COUNTY,HARTFORD
752,CT,LITCHFIELD,LITCHFIELD
753,CT,LITCHFIELD COUNTY,LITCHFIELD
754,CT,MIDDLESEX,MIDDLESEX
755,CT,MIDDLESEX COUNTY,MIDDLESEX
756,CT,NEW HAVEN,NEW HAVEN
757,CT,NEW HAVEN COUNTY,NEW HAVEN
758,CT,NEW LONDON,NEW LONDON
759,CT,NEW LONDON COUNTY,NEW LONDON
760,CT,OUT-OF-STATE,OUT-OF-STATE
761,CT,PORTABLE SOURCE,PORTABLE SOURCE
762,CT,PRINCE GEORGE''S COUNTY,PRINCE GEORGE''S
763,CT,TAZEWELL,TAZEWELL
764,CT,TOLLAND,TOLLAND
765,CT,TOLLAND COUNTY,TOLLAND
766,CT,WINDHAM,WINDHAM
767,CT,WINDHAM COUNTY,WINDHAM
768,DC,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA
769,DC,DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA
770,DC,OUT-OF-STATE,OUT-OF-STATE
771,DC,PRINCE GEORGES,PRINCE GEORGES
772,DC,SCHENECTADY,SCHENECTADY
773,DC,WASHINGTON,WASHINGTON
774,DE,DELAWARE,DELAWARE
775,DE,KENT,KENT
776,DE,KENT COUNTY,KENT
777,DE,NEW CASTLE,NEW CASTLE
778,DE,NEW CASTLE COUNTY,NEW CASTLE
779,DE,PORTABLE SOURCE,PORTABLE SOURCE
780,DE,SUSSEX,SUSSEX
781,DE,SUSSEX COUNTY,SUSSEX
782,DE,UNDETERMINED,UNDETERMINED
783,DM,HARRIS,HARRIS
784,DM,ORLEANS,ORLEANS
785,FL,ALACHUA,ALACHUA
786,FL,ALACHUA COUNTY,ALACHUA
787,FL,BAKER,BAKER
788,FL,BAKER COUNTY,BAKER
789,FL,BAY,BAY
790,FL,BAY COUNTY,BAY
791,FL,BRADFORD,BRADFORD
792,FL,BRADFORD COUNTY,BRADFORD
793,FL,BREVARD,BREVARD
794,FL,BREVARD COUNTY,BREVARD
795,FL,BROWARD,BROWARD
796,FL,BROWARD COUNTY,BROWARD
797,FL,CALHOUN,CALHOUN
798,FL,CALHOUN COUNTY,CALHOUN
799,FL,CHARLOTTE,CHARLOTTE
800,FL,CHARLOTTE COUNTY,CHARLOTTE
801,FL,CITRUS,CITRUS
802,FL,CITRUS COUNTY,CITRUS
803,FL,CLAY,CLAY
804,FL,CLAY COUNTY,CLAY
805,FL,COLLIER,COLLIER
806,FL,COLLIER COUNTY,COLLIER
807,FL,COLUMBIA,COLUMBIA
808,FL,COLUMBIA COUNTY,COLUMBIA
809,FL,DADE,DADE
810,FL,DE SOTO,DE SOTO
811,FL,DESOTO,DESOTO
812,FL,DESOTO COUNTY,DESOTO
813,FL,DIXIE,DIXIE
814,FL,DIXIE COUNTY,DIXIE
815,FL,DUVAL,DUVAL
816,FL,DUVAL COUNTY,DUVAL
817,FL,ESCAMBIA,ESCAMBIA
818,FL,ESCAMBIA COUNTY,ESCAMBIA
819,FL,FLAGLER,FLAGLER
820,FL,FLAGLER COUNTY,FLAGLER
821,FL,FRANKLIN,FRANKLIN
822,FL,FRANKLIN COUNTY,FRANKLIN
823,FL,GADSDEN,GADSDEN
824,FL,GADSDEN COUNTY,GADSDEN
825,FL,GILCHRIST,GILCHRIST
826,FL,GILCHRIST COUNTY,GILCHRIST
827,FL,GLADES,GLADES
828,FL,GLADES COUNTY,GLADES
829,FL,GULF,GULF
830,FL,GULF COUNTY,GULF
831,FL,HAMILTON,HAMILTON
832,FL,HAMILTON COUNTY,HAMILTON
833,FL,HARDEE,HARDEE
834,FL,HARDEE COUNTY,HARDEE
835,FL,HENDRY,HENDRY
836,FL,HENDRY COUNTY,HENDRY
837,FL,HERNANDO,HERNANDO
838,FL,HERNANDO COUNTY,HERNANDO
839,FL,HIGHLANDS,HIGHLANDS
840,FL,HIGHLANDS COUNTY,HIGHLANDS
841,FL,HILLS,HILLS
842,FL,HILLSBOROUGH,HILLSBOROUGH
843,FL,HILLSBOROUGH COUNTY,HILLSBOROUGH
844,FL,HOLMES,HOLMES
845,FL,HOLMES COUNTY,HOLMES
846,FL,HORRY,HORRY
847,FL,INDIAN RIVER,INDIAN RIVER
848,FL,INDIAN RIVER COUNTY,INDIAN RIVER
849,FL,JACKSON,JACKSON
850,FL,JACKSON COUNTY,JACKSON
851,FL,JEFFERSON,JEFFERSON
852,FL,JEFFERSON COUNTY,JEFFERSON
853,FL,KANAWHA,KANAWHA
854,FL,LAFAYETTE,LAFAYETTE
855,FL,LAFAYETTE COUNTY,LAFAYETTE
856,FL,LAKE,LAKE
857,FL,LAKE COUNTY,LAKE
858,FL,LEE,LEE
859,FL,LEE COUNTY,LEE
860,FL,LEON,LEON
861,FL,LEON COUNTY,LEON
862,FL,LEVY,LEVY
863,FL,LEVY COUNTY,LEVY
864,FL,LIBERTY,LIBERTY
865,FL,LIBERTY COUNTY,LIBERTY
866,FL,LUBBOCK,LUBBOCK
867,FL,MADISON,MADISON
868,FL,MADISON COUNTY,MADISON
869,FL,MANATEE,MANATEE
870,FL,MANATEE COUNTY,MANATEE
871,FL,MARION,MARION
872,FL,MARION COUNTY,MARION
873,FL,MARTIN,MARTIN
874,FL,MARTIN COUNTY,MARTIN
875,FL,MASON,MASON
876,FL,MIAMI DADE,MIAMI-DADE
877,FL,MIAMI-+++++DADE,MIAMI-DADE
878,FL,MIAMI-DADE,MIAMI-DADE
879,FL,MIAMI-DADE COUNTY,MIAMI-DADE
880,FL,MONROE,MONROE
881,FL,MONROE COUNTY,MONROE
882,FL,NASSAU,NASSAU
883,FL,NASSAU COUNTY,NASSAU
884,FL,NEW YORK,NEW YORK
885,FL,NON-FL CNTY,NON-FL CNTY
886,FL,OKALOOSA,OKALOOSA
887,FL,OKALOOSA COUNTY,OKALOOSA
888,FL,OKEECHOBEE,OKEECHOBEE
889,FL,OKEECHOBEE COUNTY,OKEECHOBEE
890,FL,ORANGE,ORANGE
891,FL,ORANGE COUNTY,ORANGE
892,FL,OSCEOLA,OSCEOLA
893,FL,OSCEOLA COUNTY,OSCEOLA
894,FL,PALM BEACH,PALM BEACH
895,FL,PALM BEACH COUNTY,PALM BEACH
896,FL,PASCO,PASCO
897,FL,PASCO COUNTY,PASCO
898,FL,PINELLAS,PINELLAS
899,FL,PINELLAS COUNTY,PINELLAS
900,FL,POLK,POLK
901,FL,POLK COUNTY,POLK
902,FL,PORTABLE SOURCE,PORTABLE SOURCE
903,FL,PUTNAM,PUTNAM
904,FL,PUTNAM COUNTY,PUTNAM
905,FL,SAINT JOHNS,SAINT JOHNS
906,FL,SAINT LUCIE,SAINT LUCIE
907,FL,SANTA ROSA,SANTA ROSA
908,FL,SANTA ROSA COUNTY,SANTA ROSA
909,FL,SARASOTA,SARASOTA
910,FL,SARASOTA COUNTY,SARASOTA
911,FL,SEMINOLE,SEMINOLE
912,FL,SEMINOLE COUNTY,SEMINOLE
913,FL,ST JOHNS,ST JOHNS
914,FL,ST LUCIE,ST LUCIE
915,FL,ST. JOHNS,ST. JOHNS
916,FL,ST. JOHNS COUNTY,ST. JOHNS
917,FL,ST. LUCIE,ST. LUCIE
918,FL,ST. LUCIE COUNTY,ST. LUCIE
919,FL,SUMTER,SUMTER
920,FL,SUMTER COUNTY,SUMTER
921,FL,SUWANNEE,SUWANNEE
922,FL,SUWANNEE COUNTY,SUWANNEE
923,FL,TAYLOR,TAYLOR
924,FL,TAYLOR COUNTY,TAYLOR
925,FL,TULSA,TULSA
926,FL,TUSCALOOSA,TUSCALOOSA
927,FL,UNION,UNION
928,FL,UNION COUNTY,UNION
929,FL,UNKNOWN,UNKNOWN
930,FL,VOLUSIA,VOLUSIA
931,FL,VOLUSIA COUNTY,VOLUSIA
932,FL,WAKULLA,WAKULLA
933,FL,WAKULLA COUNTY,WAKULLA
934,FL,WALTON,WALTON
935,FL,WALTON COUNTY,WALTON
936,FL,WASHINGTON,WASHINGTON
937,FL,WASHINGTON COUNTY,WASHINGTON
938,GA,APPLING,APPLING
939,GA,APPLING COUNTY,APPLING
940,GA,ASHE COUNTY,ASHE
941,GA,ATKINSON,ATKINSON
942,GA,ATKINSON COUNTY,ATKINSON
943,GA,BACON,BACON
944,GA,BACON COUNTY,BACON
945,GA,BAKER,BAKER
946,GA,BAKER COUNTY,BAKER
947,GA,BALDWIN,BALDWIN
948,GA,BALDWIN COUNTY,BALDWIN
949,GA,BANKS,BANKS
950,GA,BANKS COUNTY,BANKS
951,GA,BARROW,BARROW
952,GA,BARROW COUNTY,BARROW
953,GA,BARTOW,BARTOW
954,GA,BARTOW COUNTY,BARTOW
955,GA,BEN HILL,BEN HILL
956,GA,BEN HILL COUNTY,BEN HILL
957,GA,BERGEN COUNTY,BERGEN
958,GA,BERRIEN,BERRIEN
959,GA,BERRIEN COUNTY,BERRIEN
960,GA,BIBB,BIBB
961,GA,BIBB COUNTY,BIBB
962,GA,BLECKLEY ,BLECKLEY
963,GA,BLECKLEY COUNTY,BLECKLEY
964,GA,BRANTLEY,BRANTLEY
965,GA,BRANTLEY COUNTY,BRANTLEY
966,GA,BROOKS,BROOKS
967,GA,BROOKS COUNTY,BROOKS
968,GA,BRYAN,BRYAN
969,GA,BRYAN COUNTY,BRYAN
970,GA,BULLOCH,BULLOCH
971,GA,BULLOCH COUNTY,BULLOCH
972,GA,BURKE,BURKE
973,GA,BURKE COUNTY,BURKE
974,GA,BUTTS,BUTTS
975,GA,BUTTS COUNTY,BUTTS
976,GA,CALHOUN,CALHOUN
977,GA,CALHOUN COUNTY,CALHOUN
978,GA,CAMDEN,CAMDEN
979,GA,CAMDEN COUNTY,CAMDEN
980,GA,CANDLER,CANDLER
981,GA,CANDLER COUNTY,CANDLER
982,GA,CARROLL,CARROLL
983,GA,CARROLL COUNTY,CARROLL
984,GA,CATOOSA,CATOOSA
985,GA,CATOOSA COUNTY,CATOOSA
986,GA,CHARLTON,CHARLTON
987,GA,CHARLTON COUNTY,CHARLTON
988,GA,CHATHAM,CHATHAM
989,GA,CHATHAM COUNTY,CHATHAM
990,GA,CHATTAHOOCHEE,CHATTAHOOCHEE
991,GA,CHATTAHOOCHEE COUNTY,CHATTAHOOCHEE
992,GA,CHATTOOGA,CHATTOOGA
993,GA,CHATTOOGA,CHATTOOGA
994,GA,CHATTOOGA COUNTY,CHATTOOGA
995,GA,CHEROKEE,CHEROKEE
996,GA,CHEROKEE COUNTY,CHEROKEE
997,GA,CLARK COUNTY,CLARK
998,GA,CLARKE,CLARKE
999,GA,CLARKE COUNTY,CLARKE
1000,GA,CLAY,CLAY
1001,GA,CLAY COUNTY,CLAY
1002,GA,CLAYTON,CLAYTON
1003,GA,CLAYTON COUNTY,CLAYTON
1004,GA,CLINCH,CLINCH
1005,GA,CLINCH COUNTY,CLINCH
1006,GA,COBB,COBB
1007,GA,COBB COUNTY,COBB
1008,GA,COFFEE,COFFEE
1009,GA,COFFEE COUNTY,COFFEE
1010,GA,COLQUITT,COLQUITT
1011,GA,COLQUITT COUNTY,COLQUITT
1012,GA,COLUMBIA,COLUMBIA
1013,GA,COLUMBIA COUNTY,COLUMBIA
1014,GA,COOK,COOK
1015,GA,COOK COUNTY,COOK
1016,GA,COWETA ,COWETA
1017,GA,COWETA COUNTY,COWETA
1018,GA,CRAWFORD,CRAWFORD
1019,GA,CRAWFORD COUNTY,CRAWFORD
1020,GA,CRISP,CRISP
1021,GA,CRISP COUNTY,CRISP
1022,GA,DADE,DADE
1023,GA,DADE COUNTY,DADE
1024,GA,DAVIDSON,DAVIDSON
1025,GA,DAVIDSON COUNTY,DAVIDSON
1026,GA,DAWSON,DAWSON
1027,GA,DAWSON COUNTY,DAWSON
1028,GA,DE KALB,DE KALB
1029,GA,DECATUR,DECATUR
1030,GA,DECATUR COUNTY,DECATUR
1031,GA,DEKALB,DEKALB
1032,GA,DEKALB COUNTY,DEKALB
1033,GA,DODGE,DODGE
1034,GA,DODGE COUNTY,DODGE
1035,GA,DOOLY,DOOLY
1036,GA,DOOLY COUNTY,DOOLY
1037,GA,DOUGHERTY,DOUGHERTY
1038,GA,DOUGHERTY COUNTY,DOUGHERTY
1039,GA,DOUGLAS,DOUGLAS
1040,GA,DOUGLAS COUNTY,DOUGLAS
1041,GA,EARLY,EARLY
1042,GA,EARLY COUNTY,EARLY
1043,GA,ECHOLS,ECHOLS
1044,GA,ECHOLS COUNTY,ECHOLS
1045,GA,EFFINGHAM,EFFINGHAM
1046,GA,EFFINGHAM COUNTY,EFFINGHAM
1047,GA,ELBERT,ELBERT
1048,GA,ELBERT COUNTY,ELBERT
1049,GA,EMANUEL,EMANUEL
1050,GA,EMANUEL COUNTY,EMANUEL
1051,GA,EVANS,EVANS
1052,GA,EVANS COUNTY,EVANS
1053,GA,FANNIN,FANNIN
1054,GA,FANNIN COUNTY,FANNIN
1055,GA,FAYETTE,FAYETTE
1056,GA,FAYETTE COUNTY,FAYETTE
1057,GA,FLOYD,FLOYD
1058,GA,FLOYD COUNTY,FLOYD
1059,GA,FORSYTH,FORSYTH
1060,GA,FORSYTH COUNTY,FORSYTH
1061,GA,FRANKLIN,FRANKLIN
1062,GA,FRANKLIN COUNTY,FRANKLIN
1063,GA,FULTON,FULTON
1064,GA,FULTON COUNTY,FULTON
1065,GA,GILMER,GILMER
1066,GA,GILMER COUNTY,GILMER
1067,GA,GLASCOCK,GLASCOCK
1068,GA,GLYNN,GLYNN
1069,GA,GLYNN COUNTY,GLYNN
1070,GA,GORDON,GORDON
1071,GA,GORDON COUNTY,GORDON
1072,GA,GRADY,GRADY
1073,GA,GRADY COUNTY,GRADY
1074,GA,GREENE,GREENE
1075,GA,GREENE COUNTY,GREENE
1076,GA,GREENVILLE COUNTY,GREENVILLE
1077,GA,GWINNETT,GWINNETT
1078,GA,GWINNETT COUNTY,GWINNETT
1079,GA,HABERSHAM,HABERSHAM
1080,GA,HABERSHAM COUNTY,HABERSHAM
1081,GA,HALL,HALL
1082,GA,HALL COUNTY,HALL
1083,GA,HANCOCK,HANCOCK
1084,GA,HANCOCK COUNTY,HANCOCK
1085,GA,HARALSON,HARALSON
1086,GA,HARALSON COUNTY,HARALSON
1087,GA,HARNETT,HARNETT
1088,GA,HARRIS,HARRIS
1089,GA,HARRIS COUNTY,HARRIS
1090,GA,HART,HART
1091,GA,HART COUNTY,HART
1092,GA,HEARD,HEARD
1093,GA,HEARD COUNTY,HEARD
1094,GA,HENRY,HENRY
1095,GA,HENRY COUNTY,HENRY
1096,GA,HOUSTON,HOUSTON
1097,GA,HOUSTON COUNTY,HOUSTON
1098,GA,IRWIN,IRWIN
1099,GA,IRWIN COUNTY,IRWIN
1100,GA,JACKSON,JACKSON
1101,GA,JACKSON COUNTY,JACKSON
1102,GA,JASPER,JASPER
1103,GA,JASPER COUNTY,JASPER
1104,GA,JEFF DAVIS,JEFF DAVIS
1105,GA,JEFF DAVIS COUNTY,JEFF DAVIS
1106,GA,JEFFERSON,JEFFERSON
1107,GA,JEFFERSON COUNTY,JEFFERSON
1108,GA,JENKINS ,JENKINS
1109,GA,JENKINS COUNTY,JENKINS
1110,GA,JOHNSON,JOHNSON
1111,GA,JOHNSON COUNTY,JOHNSON
1112,GA,JONES,JONES
1113,GA,JONES COUNTY,JONES
1114,GA,KENT COUNTY,KENT
1115,GA,LAMAR,LAMAR
1116,GA,LAMAR COUNTY,LAMAR
1117,GA,LANIER,LANIER
1118,GA,LANIER COUNTY,LANIER
1119,GA,LAURENS,LAURENS
1120,GA,LAURENS COUNTY,LAURENS
1121,GA,LEE,LEE
1122,GA,LEE COUNTY,LEE
1123,GA,LIBERTY,LIBERTY
1124,GA,LIBERTY COUNTY,LIBERTY
1125,GA,LINCOLN,LINCOLN
1126,GA,LINCOLN COUNTY,LINCOLN
1127,GA,LONG,LONG
1128,GA,LONG COUNTY,LONG
1129,GA,LOWNDES,LOWNDES
1130,GA,LOWNDES COUNTY,LOWNDES
1131,GA,LUMPKIN,LUMPKIN
1132,GA,LUMPKIN COUNTY,LUMPKIN
1133,GA,MACON,MACON
1134,GA,MACON COUNTY,MACON
1135,GA,MADISON,MADISON
1136,GA,MADISON COUNTY,MADISON
1137,GA,MARION,MARION
1138,GA,MARION COUNTY,MARION
1139,GA,MC DUFFIE,MC DUFFIE
1140,GA,MC INTOSH,MC INTOSH
1141,GA,MCDUFFIE,MCDUFFIE
1142,GA,MCDUFFIE COUNTY,MCDUFFIE
1143,GA,MCINTOSH,MCINTOSH
1144,GA,MCINTOSH COUNTY,MCINTOSH
1145,GA,MERIWETHER,MERIWETHER
1146,GA,MERIWETHER COUNTY,MERIWETHER
1147,GA,MILLER,MILLER
1148,GA,MILLER COUNTY,MILLER
1149,GA,MITCHELL,MITCHELL
1150,GA,MITCHELL COUNTY,MITCHELL
1151,GA,MOBILE,MOBILE
1152,GA,MONROE,MONROE
1153,GA,MONROE COUNTY,MONROE
1154,GA,MONTGOMERY,MONTGOMERY
1155,GA,MONTGOMERY COUNTY,MONTGOMERY
1156,GA,MORGAN,MORGAN
1157,GA,MORGAN COUNTY,MORGAN
1158,GA,MURRAY,MURRAY
1159,GA,MURRAY COUNTY,MURRAY
1160,GA,MUSCOGEE,MUSCOGEE
1161,GA,MUSCOGEE COUNTY,MUSCOGEE
1162,GA,NEWTON,NEWTON
1163,GA,NEWTON COUNTY,NEWTON
1164,GA,NORFOLK CITY,NORFOLK
1165,GA,OCONEE,OCONEE
1166,GA,OCONEE COUNTY,OCONEE
1167,GA,OGLETHORPE,OGLETHORPE
1168,GA,OGLETHORPE COUNTY,OGLETHORPE
1169,GA,PAULDING,PAULDING
1170,GA,PAULDING COUNTY,PAULDING
1171,GA,PEACH,PEACH
1172,GA,PEACH COUNTY,PEACH
1173,GA,PICKENS,PICKENS
1174,GA,PICKENS COUNTY,PICKENS
1175,GA,PIERCE,PIERCE
1176,GA,PIERCE COUNTY,PIERCE
1177,GA,PIKE,PIKE
1178,GA,PIKE COUNTY,PIKE
1179,GA,POLK,POLK
1180,GA,POLK COUNTY,POLK
1181,GA,PORTABLE SOURCE,PORTABLE SOURCE
1182,GA,PULASKI,PULASKI
1183,GA,PULASKI COUNTY,PULASKI
1184,GA,PUTMAN,PUTMAN
1185,GA,PUTNAM,PUTNAM
1186,GA,PUTNAM COUNTY,PUTNAM
1187,GA,QUITMAN,QUITMAN
1188,GA,QUITMAN COUNTY,QUITMAN
1189,GA,RABUN,RABUN
1190,GA,RABUN COUNTY,RABUN
1191,GA,RANDOLPH,RANDOLPH
1192,GA,RANDOLPH COUNTY,RANDOLPH
1193,GA,RICHMOND,RICHMOND
1194,GA,RICHMOND COUNTY,RICHMOND
1195,GA,ROCKDALE,ROCKDALE
1196,GA,ROCKDALE COUNTY,ROCKDALE
1197,GA,SCHLEY,SCHLEY
1198,GA,SCHLEY COUNTY,SCHLEY
1199,GA,SCREVEN,SCREVEN
1200,GA,SCREVEN COUNTY,SCREVEN
1201,GA,SEMINOLE,SEMINOLE
1202,GA,SEMINOLE COUNTY,SEMINOLE
1203,GA,SPALDING,SPALDING
1204,GA,SPALDING COUNTY,SPALDING
1205,GA,ST. LOUIS COUNTY,ST. LOUIS
1206,GA,ST. TAMMANY ,ST. TAMMANY
1207,GA,STEPHENS,STEPHENS
1208,GA,STEPHENS COUNTY,STEPHENS
1209,GA,STEWART,STEWART
1210,GA,STEWART COUNTY,STEWART
1211,GA,SUMTER,SUMTER
1212,GA,SUMTER COUNTY,SUMTER
1213,GA,TALBOT,TALBOT
1214,GA,TALBOT COUNTY,TALBOT
1215,GA,TALIAFERRO,TALIAFERRO
1216,GA,TALIAFERRO COUNTY,TALIAFERRO
1217,GA,TATTNALL ,TATTNALL
1218,GA,TATTNALL COUNTY,TATTNALL
1219,GA,TAYLOR,TAYLOR
1220,GA,TAYLOR COUNTY,TAYLOR
1221,GA,TELFAIR,TELFAIR
1222,GA,TELFAIR COUNTY,TELFAIR
1223,GA,TERRELL ,TERRELL
1224,GA,TERRELL COUNTY,TERRELL
1225,GA,THOMAS,THOMAS
1226,GA,THOMAS COUNTY,THOMAS
1227,GA,TIFT,TIFT
1228,GA,TIFT COUNTY,TIFT
1229,GA,TOOMBS,TOOMBS
1230,GA,TOOMBS COUNTY,TOOMBS
1231,GA,TOWNS,TOWNS
1232,GA,TOWNS COUNTY,TOWNS
1233,GA,TRAVIS COUNTY,TRAVIS
1234,GA,TREUTLEN ,TREUTLEN
1235,GA,TREUTLEN COUNTY,TREUTLEN
1236,GA,TROUP,TROUP
1237,GA,TROUP COUNTY,TROUP
1238,GA,TURNER,TURNER
1239,GA,TURNER COUNTY,TURNER
1240,GA,TWIGGS,TWIGGS
1241,GA,TWIGGS COUNTY,TWIGGS
1242,GA,UNION,UNION
1243,GA,UNION COUNTY,UNION
1244,GA,UPSON,UPSON
1245,GA,UPSON COUNTY,UPSON
1246,GA,WALKER,WALKER
1247,GA,WALKER COUNTY,WALKER
1248,GA,WALTON,WALTON
1249,GA,WALTON COUNTY,WALTON
1250,GA,WARE,WARE
1251,GA,WARE COUNTY,WARE
1252,GA,WARREN,WARREN
1253,GA,WARREN COUNTY,WARREN
1254,GA,WASHINGTON,WASHINGTON
1255,GA,WASHINGTON COUNTY,WASHINGTON
1256,GA,WAYNE,WAYNE
1257,GA,WAYNE COUNTY,WAYNE
1258,GA,WEBSTER,WEBSTER
1259,GA,WEBSTER COUNTY,WEBSTER
1260,GA,WHEELER,WHEELER
1261,GA,WHEELER COUNTY,WHEELER
1262,GA,WHITE,WHITE
1263,GA,WHITE COUNTY,WHITE
1264,GA,WHITFIELD,WHITFIELD
1265,GA,WHITFIELD COUNTY,WHITFIELD
1266,GA,WILCOX,WILCOX
1267,GA,WILCOX COUNTY,WILCOX
1268,GA,WILKES,WILKES
1269,GA,WILKES COUNTY,WILKES
1270,GA,WILKINSON,WILKINSON
1271,GA,WILKINSON COUNTY,WILKINSON
1272,GA,WILLIAMSON COUNTY,WILLIAMSON
1273,GA,WORTH,WORTH
1274,GA,WORTH COUNTY,WORTH
1275,GA,YELL,YELL
1276,GB,BARTOW COUNTY,BARTOW
1277,GB,CHEROKEE COUNTY,CHEROKEE
1278,GB,COBB COUNTY,COBB
1279,GB,COLUMBIA COUNTY,COLUMBIA
1280,GB,FORSYTH COUNTY,FORSYTH
1281,GB,PAULDING COUNTY,PAULDING
